__token__,__occurence__
Bɛt-Lebaot,1
Saruhɛn,1
Balat-Bɛr,1
Ramat,1
Sarid,2
Marala,1
Pabɛsɛt,1
Kislɔt-Tabɔr,1
Dabɛrat,3
Yafia,4
Gat-Hefɛr,2
Ita-Kasin,1
Nɛa,1
Hanalɔŋ,1
Yifta-Ɛl,2
Katat,1
Nahatal,1
Yideala,1
naar-a,15
Pɛsa,9
Kezulot,1
Sunɛm,9
Hafarayim,1
Anahara,1
Rabit,1
Kisiɔŋ,2
Ebɛs,1
Remɛt,1
Ɛn-Hada,1
Bɛt-Pasɛs,1
Tabɔr,9
Sahasima,1
mɔɔrɔ-a,9
Hɛlkat,2
Hali,1
Betɛn,1
Alamɛk,1
Amead,1
Miseal,2
Sihɔr-Libnat,1
Bɛt-Emɛk,1
Nɛiɛl,1
Kabul,2
Hamɔŋ,2
Gasa-Sidɔŋ,1
Tir,54
Hosa,1
Uma,1
ɓu-yiitoo-zua-yiitoo,11
mɔɔrɔ-ɗoŋ-kpɔk-a,9
Helɛf,1
Sananim,1
Adamin-Nekɛb,1
Lakum,1
Azanot-Tabɔr,1
Ukɔt,1
Ser,1
Rakat,1
Adama,1
Hasɔr,8
Ɛn-Hasɔr,1
Yirɛɔŋ,1
Migadal-Ɛl,1
Horɛm,1
Bɛt-Anat,3
ɓu-zua-mɔɔrɔ-ɗoŋ-naar,4
Gbìsí-nu,1
Ir-Sɛmɛs,1
Salabin,1
Yitla,1
Timnata,1
Ɛlteke,2
Gibetɔŋ,6
Balat,3
Yehud,1
Bene-Berak,1
Gat-Rimɔŋ,4
Yarkɔŋ,1
Rakɔŋ,1
Jope,14
Lesɛm,1
kɛ̧́ɛ̧́,11
Timnat-Sɛra,2
ye-hu̧si-sɛnɛ,7
Wan-ɗafi-sɔ̧,5
yak'i,4
Galilee,67
Besɛr,3
Anɔk,1
Ɛstɛmɔa,4
Yuta,1
Anatot,18
Almɔŋ,1
Ye-hu̧si-sɛnɛ,1
Kibsayim,1
Lɛŋ,1
Bɛstɛra,1
Abdɔŋ,8
Hamot-Dɔr,1
Kartaŋ,1
Mɛfat,2
ɓu-naar-zua-mɔɔrɔ-ɗoŋ-taar,1
Nyɛrɛmɔ,7
Akamɔ,4
war-tɛ-ɛɛ,2
ɛ̀nɛ́-à,2
in'nɛ̀ɛ́.›,2
Sedaako,3
wi'e,1
mɔ-geŋa,12
ir,33
pɛ́r,49
‹Ɓeemɛ,1
fom'nɛ́,4
mboozu,57
ti'i,5
kafi,15
Gas,4
Bezɛk,3
Adonibezɛk,3
nɛti'e,9
Aiman,1
Sɛfat,1
ye'i'e,2
keekee-boi,1
Kitrɔŋ,1
Nahalɔl,1
Ako,1
Alab,1
Hɛlba,1
Afik,1
Aser,1
Har-Hɛrɛs,1
Salbim,1
Bokim,2
hegɔ'ɔ,6
wi-de-ŋgamɔ,26
hí̧í̧,36
Timnat-Hɛrɛs,1
Astarte,9
wi-kai-mɔ,6
Tɛ̀,29
wi-gɔn-kita'i,3
wéé,5
Bal-Ɛrmɔŋ,1
Asɛra,8
Kusaŋ-Reseatayim,1
Reseatayim,1
ɓu-zua-mɔɔrɔ-ɗoŋ-taar,19
Ehud,15
garama,34
guntir-aa,5
ŋmaŋa-wi,2
garama'i,2
bɛr,15
tua-ɔm-tɛ,3
kiti,7
guntir,10
tuzu-a,1
paa'i,1
mɔɔ-hu̧i,1
Samgar,3
Anat,2
gɔmŋmaa-mɔɔrɔ-dɔŋ-kpɔk,1
boi-tok-ndai,3
Sisɛra,29
Arosɛt-Goyim,3
gɔmŋmaa-mɔɔrɔ-ɗoŋ-naar,3
Lapidot,1
Barak,16
Abinɔam,4
Kisɔŋ,5
okoo.,1
Hebɛr,5
Hobab,1
Sanaim,1
Yaɛl,10
borgo,5
kpáná-yibere,1
hu̧s'a̧,1
te-tua,1
dɔnɔ,7
gɛɗɛk,2
boɗok,1
sar,16
kii'i,6
gbɔsa,8
Ŋgimbi-wan,3
ŋgimbi-wan,14
wi-ba-war,3
gɔŋa-war,1
See-am,32
kirki,1
wi-tortɛ,1
tún,15
ŋmá,2
wi-gan,1
wi-ba-dɔra-wan,1
ɓoramɔ,13
fol,8
Gba̧,3
Sɔ̧-tɛ,12
kpee-see,2
má,9
Mɛroz,2
Kɛnit,1
ɗak-ɗak,1
Nàà,20
kpan,5
zɔŋa-wan,2
laa-mbɔi,1
ger-a.›,1
ziɓa,9
Yoas,14
tua-vati-dɔ̧ɔ̧,1
ndé'ɛ,2
zu-a.,2
ɓɛlɛm,7
ga̧a̧mɔ.,2
Hɔ,9
kusa-fara,46
Bal'i,1
dɔ̀ɔ̀,1
Yerub-Bal,2
waia,9
Harod,3
booro-ɓu-yiitoo-zua-yiitoo,6
ndal,11
leɓe,12
gɔmŋmaa-taar,21
gɔmŋmaa-taar'i,3
zak-dɔm,1
bii,9
Gbagari,3
Pura,2
ŋgaya-a.,1
wi-pɛm-mɔ,45
kpáŋgálá-kpáŋgálá,1
wee-kan,2
duk-biro,1
Bɛt-Sita,1
Sɛrɛra,1
Abɛl-Mɛhola,3
Tabat,1
Bɛt-Bara,1
Orɛb,6
Zɛb,6
fara-vati-dɔ̧ɔ̧,2
gɔɔ-zu,7
See-wa,8
Be,22
ɓia,1
mbɔia-a,4
ɗoŋ-am'i,4
Zɛba,10
Salmuna,9
tɛn-ga̧a̧,6
naakɔɓa,6
Kakɔr,1
booro-ɓu-zua-mɔɔrɔ,1
wi-iŋ-bíí,1
booro-gɔmŋmaa-nɛ-booro-ɓu-yiitoo,5
wi-yar-ŋgɔn,1
Hɛrɛs,2
Yɛtɛr,7
ndɛ́m,2
wele-oi-biro,1
wele-lɔr,3
tata,17
Kilo,1
kísí,22
tí,1
Yerubal,12
sɔ́kì,2
Bal-Berit,3
Yerubal-Gedeɔŋ,1
pɛ́sí,6
Duka-a,29
ge-aa,5
tua-wor,4
wi-de-gba̧a̧-mɔ,7
wi-yara-a,1
yí-go,2
Yotam,23
Bɛt-Milo,4
Te-nɔ̧́,12
‹Kɔ-mɛ,4
yɛ.›,6
‹A̧,14
Nyak-dɔ̧ɔ̧,4
ɔ̀,2
mgboi-gata,4
gi̧ɔ̧-tɛ,13
nu.›,1
Beɛra,3
wi-ɓir-war,17
Gal,11
Ebɛd,6
Zebul,6
wanye'i,1
Aruma,2
ga'i,14
Kɔn-nu,1
Wan-gbana,1
Nú-mɛ,1
geemɔ'ɛ,4
mbaŋtol,5
Salmɔŋ,4
koŋgó,2
dea-a'i,2
Migdal-Sikɛm,1
Tebɛk,1
ta-hɔ̧n-mbɔɗɔmɔ,1
baka-nyaŋa,26
dák,14
gbɛa'm.,1
Baka-nyaŋa,3
Dodo,5
ɓu-yiitoo-zua-taar,8
Kamɔŋ,1
so'nɛ́,11
kpásí,48
Jɛfte,30
Tob,4
kpaa'nɛ,3
húr,4
nɛnɛ.›,1
Yasa,2
Minit,2
Abɛl-Keramim,1
ɗáŋ-a,2
bi̧ɔ̧,17
wi-yu-mɔ-yak,1
káfí,1
‹Shibolɛt,1
Sibolɛt,1
saa-a,2
booro-ɓu-naar-zua-yiitoo,1
Ibsaŋ,4
Hilɛl,2
Pirɛatɔŋ,4
Manɔa,18
ko-yar-ndɔra'i,1
pai,4
toma'i,2
nu'e,1
Kóò'ɛ,12
Nin'nɛ́,2
mɔ̀,6
Samsɔŋ,66
Mahane-Dan,1
Sore,1
dila'i,3
toka-baa-gɔrɔ,1
yí-gɔrɔ,1
akara-okoro,2
sumgba,9
sumgba'i,7
kpaia-a,1
wi-nyɔŋ-wi,1
nyɔ̧ɔ̧mɔ,1
ŋga-wi.,1
bɛr-tua-ɔ-sɛnɛ,1
kɔ̧-a̧.,1
For-aa,3
gba-toyo,16
dom-wa,4
gbaŋa.,1
di̧i̧-ta,4
Lehi,5
Filistii.,2
mbulɛɛ,14
yaŋgara,4
tuifuu'i,4
Ramat-Lehi,1
kpút-kpút'i'e,1
Ɛn-Kore,1
Gaza'e,1
ɗuka-zɛ,9
kpar-nú,17
dor-toyo,7
kóŋgó-ɓaa-a,2
Sɔrɛk,1
Dalila,13
hegɔ'ɛ,18
booro-kpɔk-nɛ-gɔmŋmaa,2
hɔkɔ,2
ŋmana,19
nyak-garaazi,1
ndala,4
ɗɛka-mui̧-zu,1
mbali,20
mgbóí,11
te-de-laa,2
ɗɛka-mui̧-zu-a,1
zuɗi,40
nukuri,16
Pai,2
mui̧-zu-a,5
ziɓa-a,2
gbama,48
mɔɔ-hɔ̧n-fuu,1
Dagɔŋ,13
zɔk.,6
ŋgaiwi-usi-war,1
tɔn,5
yínɛ́'ɛ,10
mbiŋ-see-tua,1
sata,1
Mika,41
wi-zu̧a̧-a̧,1
so.,2
booro-kpɔk-nɛ-gɔmŋmaa'i,1
bu-mbɔi'i,2
duia-a,1
wi-dui-mɔ,10
Mika'i,1
be-ŋgaiwi'i,8
mɔ.,4
Lais,6
Lais'i,1
sɛka-sɔ̧,4
ge'e,7
Bɛt-Rehob,2
Jonataŋ,3
Wii,1
sia-a,1
gira-wese.,1
be-for-aa'i,1
Sɔkawi'i,1
yɛ'ɛ,13
Sɔkawi,1
Wan-tua'i,1
sɔkawi'i,1
dadaa-nú,4
yák.,1
booro-gɔmŋmaa-naar,3
gbɛɛ'ɛ,1
Gbɛɛ-zu,2
wi-de-gba̧a̧-mɔ-na,4
booro-ɓu-yiitoo-zua-mɔɔrɔ-ɗoŋ-kpɔk,2
gɔmŋmaa-mɔɔrɔ-ɗoŋ-yiitoo,6
wan-gale,1
birndiŋ,6
mui̧-zu,9
booro-ɓu-zua-mɔɔrɔ-ɗoŋ-taar,5
sasa-war,10
Bal-Tamar,1
booro-ɓu-yiitoo-zua-mɔɔrɔ,2
mbɔla,4
Gideɔm,1
Mispa'e,1
Yabɛs,26
lɛŋ.,9
Lebona,1
zu'nɛ́.›,2
Ramatayim,1
Yeroam,11
Eliud,3
Tohu,1
Pɛnina,4
Ti,3
wi-ɗafi,6
Elii,159
Hofni,5
ndɔra'i,1
Samuɛl,148
gba̧a̧.,3
Tortɛ,5
sa̧a̧-wi,9
wen-gɔ-tɛ,1
Kùsàà,1
ziɓa-wi,11
wan-sura-zaŋ,1
Ko-yar-ndɔra,1
ko-ko-bem,1
wi-mbo-zu,23
sara-a,1
gii-kpoo,1
tɔr-a,1
yɛ́m-yɛ́m-laa,1
ŋmá-a,6
wi-ɗaf'am,2
ɓaa-mɛ,5
mbóó-zu,1
ŋgonda,3
nyɔŋ.›,2
Geɗek,1
Lamba,5
sàá,3
mɔ'ɔ.,5
taar-a,39
zii'i.›,1
Samuɛl.,1
Ebɛn-Ezɛr,3
Ŋgaya,1
booro-naar,12
Wi-biro,2
Gitimɔ,4
kpàná,16
ɓu-mɔɔrɔ-ɗoŋ-naar-zua-mɔɔrɔ-ɗoŋ-taar,1
Betom'i,6
Be-for,1
Ikabot,3
Ɓara,1
bíí-wor-a,1
mbɔ-yì,5
Gat.,1
kíí-gbɛ-fio,1
Mbɔ-yì,1
Nyimmɔ,3
suia-mbɔ-yì,1
zééŋ,4
gua-keekee,1
bura,19
géè-a,2
Abinadab,13
wi-pɛm-kuɓa'i,1
ama,3
Bɛt-Kar,1
Ta-gbak-bíí,1
Jɔɛl,19
Abiya,18
Samuɛl'e,2
er-mɛ'ɛ,1
tom-keekee-nyaŋa,1
tom-baka-nyaŋa,1
mɔɔ-hɛr-nyaŋa,1
kó-de-nyama,1
kó-gi-nyɔŋmɔ,1
kó-gi-brɛt,1
Kis,20
Abiɛl,3
Sɛrɔr,1
Bekɔrat,1
Afia,1
Salisa,1
Salim,2
iŋ-saŋ-mɔ,1
Kaɗa,13
dáa-wan,7
nyɔŋmɔ-yari,1
Ɓeemɛ,5
wan-zɔk-mɔ,3
Wi-zɔk-mɔ,3
Hɔa-a,7
hiɗimɔ-bɔnɛ,4
fu̧i̧a̧,2
ɗɛɗɛ-mɛ,3
wi-nyɔŋ-mɔ,1
wi-gi-nyɔŋmɔ,1
Wi-gi-nyɔŋmɔ,1
bíí.,2
yuwar.,1
rɔɔm,1
Sɛlsa,1
doŋ,3
rɛt,1
kunde,40
Gbana,1
dɔ̧ɔ̧-dɔ̧ɔ̧,5
ɔɔ-wan,30
ɓara'nɛ́,2
Matri,2
pét-pét,3
wi-kpee-see,5
wan-de-gba̧a̧-mɔ,1
suk,2
Nahas,11
hi̧a̧-kɔ̧a̧,2
booro-gɔmŋmaa-taar,5
kpɔr,7
wi-gbak-wa.,1
kpɔra,16
wan'i,11
gasi'nɛ́.›,1
‹Weyaa,5
zu'nɛ́'ɛ,5
gas'a,7
kɔfa-sɔ̧,72
WAn,1
Mikmas,11
Jɔnataŋ,95
booro-mɔɔrɔ-ɗoŋ-kpɔk,4
kɔ̧̀,135
gbamgba,4
mgbelewi,36
wi-ɗaŋ-mɔ,14
Sual,2
Ɓoŋgo,1
Kela,1
keekee-wa-fɔ,1
bɛŋ,2
nú-boi,1
Sɛ́ɛ̀,2
Migrɔŋ,2
Ahiya,22
Ahitub,16
Bosɛs,1
Sɛnɛ,1
haia,7
tira,17
biro'i,14
fara-biro'i,1
tɛnɛ.,6
foomɔ,12
ɗáí,1
ɗulugbuk,3
gira,8
Zia-a,1
wese'i'e,3
hiɗ,8
nɔ̧́-gɔrɔ'ɔ,1
tɔk.,1
wi-e-ɗɔra,15
kɔ̧a̧.,4
ɗɔ́lí,4
wi-kpasi,4
mgbɔɔr.,1
Tumim.,1
Jɔnataŋ.,1
ɓá,10
Mui̧-zu,2
Sɔ̧.,4
Soba,10
ŋgaŋa-iŋa-biro,1
Malki-Sua,5
Mɛrab,3
Mikal,18
Ahinɔam,7
Ayimas,1
Abnɛr,59
Nɛr,16
Tɛlaim,1
booro-gɔmŋmaa-yiitoo,4
ɔ̧ka̧-a̧,4
zaŋzɛ'ɛ,2
tɔ̧̀,10
Mboozu,4
Wee-zu,1
mɔɔ-dua,4
ɗaŋmɔ-gasa-gee-sɔ̧,1
Jɛse,44
Tɛa-a,1
a̧'ɛ,14
kpoo-tɛ-a,2
kúsì,2
zɔkamɔ,7
see-wi,38
Jɛse'e,2
Oi-aa,8
mɔ-dai.,1
gbɛ̧-wi,2
tɛ́n,4
David,1146
kunde'i,1
ɔmi'i,1
Efɛs-Damim,1
Te,6
Goliat,5
Kusa-a,2
laasɔ̧i̧,4
saɗa-zoro,2
ti-bee-a,3
Te-sɛ́ɛ̀,2
te-mgboi-laa,2
wi-de-laa,3
Wi-tui-ŋgee,1
Filistii'i,10
Jɛse'i,1
Saul'i,3
nduti-bere,1
hana,4
kaŋa,2
wi-kɔr-wa,1
tui-nyɔŋmɔ,1
wi-pɛm-tui,1
kɔn,10
daŋ'ɛ,1
nɛti'i,8
yamba,20
mbii-bɔr,2
ɛ.,2
laasɔ̧i̧-ndɛrɛ,1
boi-hɛr-tɛ,1
mɔɔ-biro,14
ŋgoɓo-dai-sami,1
kpɔɔ,1
Wi-ba-ŋgee,1
kpoo-tɛ-mɛ,2
labo,4
doe-sɛ́ɛ̀,1
wɔr-mɛ,3
wan-biro,1
rum,1
gba-paa'i,10
saŋ,1
Kpasawen,13
ìŋ,3
mɔɔ-tortɛ,4
Gima'i,2
mɔɔ-mbɛr,19
ŋgeŋ.,1
gui,3
Naŋanɔ,4
wii-kɔfɛ,6
Adriɛl,2
Mehola,1
David'e,16
wannu.›,1
kifa-er-ɗaŋmɔ,1
pi̧-er-tɛ-wee,5
zu-naŋ-mɛ,1
yɔmbi,2
kara,33
Saul'e,3
Nayot,6
Seku,1
ahai,2
sa̧a̧mɔ-oi-aa,1
‹David,1
ɗɛɗ,7
hi̧i̧.›,1
zaŋbɛɛ.,1
ee-nú,4
Sa̧a̧mɔ-oi-aa,1
Ezɛl,1
goo,13
ɗoŋ-aa'i,11
Mbe-yi-zɛ,2
taŋe,8
ɛka,6
be-dàlà,8
bin,16
Góò,3
ɓíí,1
Nɔb,6
Ahimɛlɛk,19
wi-e-mɛ,1
brɛt-ɗafi-sɔ̧,7
Dog,5
Akis,22
‹Saul,5
siɓi-siɓi,2
hui,8
Wi-dawa,1
ndekel'am,1
mɔɔ-dawa,1
wi-nyamandoi,1
wi-ɗaŋsee,3
Juda.,1
Hɛrɛd,1
zìì,23
fɔ-nyɔnɔ,1
mbɔɔzu,1
wan-pɛm'nɛ́,1
Abiatar,29
mɔɔ-mana-a,10
Hɔrɛsa,4
Hakila,3
pat'a,1
Ta-kɛ̧-mgbara-ŋmaa,1
Gbadua-zaŋbɛɛ,1
gɛ́ɗɛ́k,3
ɗɛɗɛ-a̧,1
hir,5
nú-laa,6
‹Ɗaŋmɔ,4
tam'nɛ́,1
naŋanɔ-biro,1
kpɛ̧,2
Nabal,26
Abigail,20
fán,29
‹Ga̧a̧mɔ,2
wi-kɔr,1
David.›,2
wi-gɔn-buma,2
tɛa'i,2
kaɗi'i,17
pata'nɛ,1
Mgbelewi,4
nyɔŋmɔ'ɛ,3
Osoko,6
zíŋ-zíŋ,4
Layis,1
Galim,1
see-gara,1
Abisai,22
Sɛruya,28
Jɔab,149
dak-nɔ-yì,3
de-a'i,3
tiger-mɛ,4
gbafɔ,2
Toka-de-yoŋgo,13
Maɔk,1
Girzi,1
ɓee,2
Yerameɛl,9
pi̧-er,2
de.,1
wi-pɛm-am,2
Gilboa,8
ɗɛɗɛ-a,10
ko-sa-sɔ̧-fio,2
pɛr-fio,1
nukur'am,2
Bele,8
Kó-de-tom,3
Asɛk,1
duk-aa,3
gima'e,3
gɔnamɔ,3
Bezɔr,3
wi-ɓar-mɔ,11
waya-mbɔra,10
be-ŋgai,6
Kɛrɛt,11
mɔɔ-oi-biro'i,1
ɓaramɔ,1
Sifɛmɔt,1
Rakal,1
Bɔr-Asaŋ,1
Atak,1
kɔɓa,9
wi-mbii-bɔr,1
baka-nyaŋa'i,1
gba̧a̧-tɛ-wa,4
betom'i,10
m'i.›,1
laasɔ̧i̧-wan,26
Gima,126
Aia-nú,6
kusaa.,1
Nɔ̧́-sɔ̧,1
nɔ̧́-tɛ,1
Fio,14
nɛ̀.,1
Si,1
Galad'e,1
Isbosɛt,17
ŋmaa.,1
Asahɛl,19
wi-ma-yì,3
yua-a,5
Ama,1
Kaya'i,1
Gia,1
Bitrɔŋ,1
Amnɔŋ,39
Kilɛab,1
Taar-a,3
Absalɔm,110
Naar-a,3
Adɔnias,2
Hagit,5
Mɔɔrɔ-a,2
Sefatia,1
Abital,2
Mɔɔrɔ-ɗoŋ-kpɔk-a,2
Yitrɛam,2
Egla,1
Rispa,4
Bahurim,7
ɗoŋ.,1
zu-wen,1
oi'nɛ́,12
nɛɛ-nɔ̀,1
Sira,1
Tɔk-tɛ,4
Zɛɛ,6
ɓɔ́sí,1
á̧k,1
laa-bufu,8
zím,6
Abnɛr.,1
mɔɔ-gɔ-fio,2
taŋa,3
kɔ̧a̧-fio,6
gima-fio,16
wi-duk-ti,4
yelem,4
Baana,5
Rekab,13
Gitayim,2
Kó-dai-bem,1
Mɛfibosɛt,18
Bana,6
ya-wese,1
‹Wi-boma-yí,1
David.,1
Milo,6
Hiram,32
wi-gbɛr-te,4
wi-sɛk-ta,6
Sobab,2
Nataŋ,44
Salomɔŋ,325
Yibar,3
Elisua,3
Elyada,1
Elifɛlɛt,6
Bal-Pɛrasim,4
Wi-gbin-gba-zu,1
háí,4
te-nyama,12
Gesɛr,1
Baala,2
Uza,12
Ahio,5
keekee-gɔ-kuɓa'i,1
sɔkɔ,10
Nakɔŋ,1
yɔɔ-kaya'i,2
Pɛrɛs-Uza,2
Obɛd-Edɔm,20
wi-ba-kuɓa,1
ŋgai-tɛ,10
N'am,1
Fara-duk,8
‹Tɔ̧ɔ̧-wen,2
dáa-wan-bem,10
bɔnɛ-oi-ɗaŋmɔ,2
hɔɔ-zu'i,6
.›,6
demɔ'ɛ,3
Hadadɛzɛr,23
booro-nɛ-gɔmŋmaa,2
wi-nɛ-biro,4
booro-ɓu-yiitoo,11
Bɛta,1
Bɛrotai,1
Toi,2
Yoram,60
Yehosafat,2
Ahilud,5
wan-kalata,2
Sadɔk,56
Sɛraya,19
Bɛnaya,37
Yehoyada,33
Siba,18
Lo-Dabar,4
wɔr-toyo,1
tom-nyɔnɔ,1
sɛnɛ.,2
Ku-a,1
Hanun,13
ndaa-wa,5
Helam,1
Sobak,2
tua-wan,49
Bɛtseba,3
Eliam,1
tɛ-mɛ.,2
sinɛ.,1
nɔsa̧,2
kalata'i,52
Tebɛs,2
yaka'i,9
ye'i.›,1
Wanmbɔi,7
Sami'i,2
bera-nɔ-mɔ,1
yí-tom'i,5
bu-wese,13
bu-wese.›,1
David'i,2
fio'i,6
fu̧i̧,8
Yedidia,1
Mɔɔ-gu-zu,1
Milkɔŋ,3
tom-ɓira-te,1
tom-za̧a̧-nù,1
tom-gɔma-te,1
Yonadab,12
Simɛa,11
nyɔŋa.›,1
han,1
nyɛk-hana-a,1
nyɔŋa.,1
bu̧i̧-nya-a,2
dea'i.,1
Laa,2
pi̧i̧-laa,1
gba̧a̧-zu,2
Bu̧i̧-nya-a̧,1
kàɗì,2
ɓɔna.,5
Bal-Hasɔr,1
wi-gɔn-buma-sami,1
bɔnɛ-ɗafa-mɔ,1
gbutu-nù,1
Tɛkɔa,10
laa-zima-mɔ,1
zɛ-a,2
Tɛkɔa'i,2
wi-kai-mɔɔ-oi,1
nana-gore,1
wór,9
m'i.,1
kpɔk.,2
Koo'i,2
wen-ga̧-see,1
daŋa-ŋgaiwi,5
yí-a̧,1
s'am,29
‹Wa,10
Ahitɔfɛl,18
Kpɛra,2
kpán,1
zɔŋa-kóò,10
Itai,8
yàk.,1
Sɛdrɔŋ,12
Kuɓa'i,2
Ahimas,16
Yɔnataŋ,25
naŋ-am,39
Absalɔm.,1
tɔ̧ɔ̧-mbɔrɔ,5
Husai,12
‹Wannu,2
mɔɔ-daŋ,1
dá̧,3
zaŋ-am,9
mɔɔ-tu̧-see,2
wi-ye-ɗoŋ-mɛ,1
Mbɔrɔ,6
ɛ̀nɛ́-a,13
tɔ̧a̧'ɛ,3
bókó-nam,1
Ahitɔfɛl.,1
kó-de-tom'i,1
Kɔ̧-yì,1
wi-kii-mɔ,3
Amasa,18
Yitra,1
Sɔbi,1
Barzilai,14
Rogɛlim,2
mɔɔ-ɔ-nɛnɛ,7
mɔɔ-gu-tɛ,1
nyɛk-nyɔŋ-mɔ,1
zawa,1
kpoo-ndai,2
booro-booro,2
gɔmŋmaa-gɔmŋmaa,2
sunda,14
ga̧i̧a-a,2
gbaayí-mɛ,4
Itai'i,1
Ta-zu-nù,1
wi-tɔ̧-de,1
wannu.,3
Kus'i,5
Wi-pɛm-mɔ,5
fara-pɛm-mɔ,25
Sadɔk.,1
wi-de-demɔ,20
de-a.,1
in'nɛ̀ɛ̀,11
wi-ba-zu,1
nú-garo-ye,1
Gbina-biro,2
zima-fio,6
garo.,1
Amasa'e,1
Gɛra,5
booro-kpɔk,2
wi-ba-kombon,12
okoo-bii-gima,1
er-demɔ,2
Kimham,3
Bikri,8
ye-ŋgárá,26
Jɔab'i,1
Ɓɔna,1
Ŋgaiwi'i,3
Abɛl-Bɛt-Maka,5
sɔkɔɗa,1
mí.,1
duk.,2
gɔɔ-zu-a,3
Adoram,3
Sɛwa,2
Ira,5
Simbo,4
Armɔni,1
Mɛhɔla,1
Isbi-Benɔb,1
Harafa,5
zu'e,4
Gob,2
Sibɛkai,3
Husa,6
Saf,2
Ɛlhanaŋ,4
te-sɛ́ɛ̀,3
waza-er-a,2
waza-naŋ-a,2
Arafa,1
pɛra,3
ta-ɛk-tɛ,4
wan-gbo,2
zak-gbin-biro,1
Wan-kpas'am,6
mbul,4
kin-yì,13
Yɔk,3
yukuta,6
zuɗ,7
lim,24
ɗirr,5
nduɗɛɛ,8
yoŋgoŋgo,8
tu̧-zan,12
faoo,2
tum-kórò,3
lai-lai,1
sót-sót,29
mgbót-mgbót,6
zɛɓɛn,3
wan-yor-ɗoŋ,4
mɔɔ-gɔn-zaŋ,5
wi-gasi-zu,7
pofi,4
ta-hu̧si-tɛ,2
zambɛrɛ,12
mitak,9
kusaa-ndɛrɛ,2
ŋgee-gbin-biro,2
wi-nas'am,7
gbéyéŋ,10
wi-kur-zu,32
wi-kpasi-wa,2
kutumu̧i̧,3
i̧sa,10
lekete,2
tua-hu̧si-tɛ,3
gasi'nɛ́,17
bia-a,8
gɛrɛm,13
tɛn-ŋga-gbárà,1
Takemɔŋ,1
gɔmŋmaa-mɔɔrɔ-ɗoŋ-taar,1
Ahɔ,2
koŋgi,1
tuzu,1
Age,1
Harar,4
fɔ-zawa,1
gari,2
Ba,1
ndé-oo,1
fio.,1
Ɓu-taar,7
Ɓu-Taar,5
wi-pɛm-tɛ,1
Ɓu-Taar'i,1
Ɛlika,1
Hɛlɛs,4
Ikɛs,2
Abiɛzɛr,3
Mɛbunai,1
Marai,2
Nɛtɔfa,11
Hɛlɛb,1
Ribai,2
Hidai,1
Abi-Albɔŋ,1
Bɛt-Ha-Araba,1
Azmavɛt,7
Ɛliaba,2
Salbɔŋ,2
Yasɛn,1
Ahiam,2
Sarar,1
Arar,1
Asbai,1
Ɛliam,1
Hɛsrai,1
Pari,1
Arab,12
Bani,16
Sɛlɛk,2
Narai,3
Garɛb,3
ɓu-taar-zua-mɔɔrɔ-ɗoŋ-yiitoo,4
Hodsi,1
Dan-Yan,1
Ŋga-ye-Tir,1
gba-paa-biro,1
booro-gɔmŋmaa-mɔɔrɔ-ɗoŋ-taar,4
booro-gɔmŋmaa-mɔɔrɔ,2
gɔna-a,3
de.›,1
pata-mɛ,2
booro-ɓu-mɔɔrɔ-ɗoŋ-yiitoo,5
betom-ɗaŋ-mɔ,2
Aravna,6
mɔɔ-gbur-mɔ,1
te-keekee,1
zɛɛ-geŋa'i,1
Abisak,5
boko-be,19
Adonias,21
wan.,1
Rɛi,1
Zohɛlɛt,1
Bɛtsabee,12
oi-wi,2
wannu'e,5
hɔa.,1
‹Nyaa,9
‹Bem,4
oi-am›,1
gitimɔ,13
nyafa,6
‹Zɔnamɔ,1
kiitɛ-wa,5
Wen-aa,4
àk,1
Adonias'i,1
mɔɔ-duk-nɛnɛ,3
gbò.,1
simbo-bíí,1
sɔ̧i̧i̧,12
Faraɔŋ,8
tom-tua,1
tom-wan,1
mɔɔ-gaŋmɔ,1
ŋguɗi-a,1
mbaɗa,20
koa'i,1
Ɓii,5
fea'i.,1
gɔna-kita'i,1
Azaria,48
Eliɔrɛf,1
Sisa,1
wi-yɔr-kalata,24
Josafat,78
wi-we-ɗoŋ,3
Zabud,2
wi-zɔk-kira,2
Ahisar,1
Adoneram,1
Avda,1
ŋga-tom,1
Dɛkɛr,1
Makas,1
Salɛbim,1
Bɛtanaŋ,1
Hesɛd,1
Arubot,1
Tafat,1
Yokmɛam,2
Gebɛr,2
Ahinadab,1
Ido,13
Parua,1
foka-yí,5
booro-mɔɔrɔ-ɗoŋ-naar,2
nɔ̧́í̧-yì,1
Tifsak,1
ga̧a̧-a̧,9
nyaŋa-keekee,2
saɗi-de-tom,1
Iŋa-mgbara-mɔ,31
Ɛzra,1
Heman,17
Kalkɔl,2
Darda,1
Mahɔl,1
booro-nɛ-mɔɔrɔ,1
zawaya,18
miliɔŋ-mɔɔrɔ-ɗoŋ-kpɔk,1
booro-mɔɔrɔ-ɗoŋ-taar,1
Adoniram,1
wi-tui-tui,1
tá-tua,1
booro-ɓu-mɔɔrɔ-ɗoŋ-taar,5
booro-taar-nɛ-gɔmŋmaa-taar,1
naŋ-tua,17
Hura,1
gɔmŋmaa-naar-zua-ɓu-mɔɔrɔɔ-ɗoŋ-taar,1
bɛr-tua,70
zala'i,2
bɛr-tua'i,17
nyɛkɛ̧ɗa,2
