__token__,__occurence__
isi,3
sútí,1
ŋunɛŋ,1
Siɔŋ'ɛ,1
yaa-ba-de,1
wan-pɛm-mɔ,1
tasi-ɗafi,1
Wan'e,5
mbɔɗi-te,1
wi-nyimmɔ,2
wan-gɔn-buma,1
wi-gbin-heembea,3
wan-wíì,4
Wan-gɔn-zu-mɛ,2
ye-bɔnɛ,1
wi-ga̧-see-mɛ,1
nutua-yè-nɛnɛ,1
ŋmà,1
A̧i̧yoo,5
gée,1
Ɛ́nɛ̀,1
mɔɔ-ŋgai,5
wi-gun-nyɔnɔ,1
siɗoŋ'ɛ,1
Tua-wor-am,1
Tua-kɔfi-sɔ̧,1
tɛ́nɛ́,1
bafa-toyo,2
kó-dua,1
leɓe'nɛ́,1
ŋgere-yi,1
Yí-tom,1
layuru,1
dàlá,1
ndaa-mɛ,2
gee'i,1
Gba-búk,3
gus'a,7
wi-zim-mɔ,2
dor'nɛ́,2
sɔm,3
Zuma-zu,1
kɔ̧ɔ̧sɔ̧ɔ̧,1
bùk-paa,1
Zima-yì,2
nyak-ɗaŋ,1
daŋa-wese-tuyɛ,1
wi-kpe-ɗoŋ-mɛ,1
Wan-ba-gbina,1
wese-zɔn,1
wi-ha̧-desee,1
waza-er'nɛ́,1
tumui̧-wen,1
Nyɛrɛ-tɔ̧ɔ̧,1
va̧i̧-va̧i̧,1
laa-boi-pi̧-tɛ,1
laasɔ̧i̧-gu-zu,1
laa-kifa-er,1
gaɓi,6
gɔ̀yá,1
ari,9
kɛɗu-kɛɗu,4
Wi-kpasi-mɛ,1
Yee-wese,1
yee-tum,1
wi-zim-fio,1
laa-gbaŋa,1
deeko,4
te-zɔn-nin,1
kpar-mɔ'ɛ,1
hɛra-kan,1
nù-nɛ-ɗaŋa,1
Dua-see,3
ko-wan-wíì,2
wi-mbaŋ-tɛ,1
ti-bee-wi,1
zá̧,1
Wi-kpasi'nɛ́,1
Bɛɛ-oi,1
ɓer,5
mbɔti,1
Ɗɛɗ,2
Wan-kpasi-wa,1
wan-dai,1
toŋgi,1
ɔma-tɛ.,2
hú̧i̧,2
yi'nɛ́,4
kpa̧i̧'ɛ,2
tui-mar,1
okoo-zɔk-zɛ,2
Fara-ɔɔ,1
ba'nɛ́.,1
Bɔkɔ-nu,1
sɔ̧-ha̧-de-sɔnti,1
Meni,1
sɔ̧-e-zu-mɔ'ɛ,1
fio-gba-paa,5
taamɔ-a,2
bem-a,1
nyamandoi-nyimsea,1
nyamandoi-nasa-bíí,1
mɔɔ-gɔ-wi,3
Joakim,20
Sedesias,50
tɔ̧a-a,4
nɔi̧,5
gado-wan,1
ŋga-fara,1
mbiŋ-boi,1
ŋgárá-ndɛrɛ,1
mbéá'ɛ,2
mbimbi-nù,1
mgbak,5
gbóŋgó,1
wan-usi-heembea,2
mɔ-mɛ-yiwese,1
geɗa-yì,1
Mɛmfis,7
Dafne,8
Nana,1
ŋgimbi-daŋ-ŋmaa,1
wi-nɛ-nɔ̀,1
te'e,1
kɔr-zu,1
dila-ɗaŋ-mɔ,1
be-kinɛɛ,1
koma,1
tɔ̧a'e,17
yuwar-pɛma-tɛ,1
siti'i,4
yàà-ŋgazu,5
nya-a,3
Kpaa-mbe-ta,1
yaa-ngazu,1
nyɛi,11
be-yàà-ŋgazu,2
‹Damti,1
taamɔ-ŋgazu,1
wíì'ɛ,1
Íì,15
Mɔɔ-búù,2
gbútí,1
tutuwal-biro,5
Daŋ,3
wi-pɛm-fɔ,2
Yí-see-am,1
tua-nú-fɔ,1
mbia-biro,1
zu-tɔ̧,4
liki-liki-liki,1
wékéké,4
finaari,2
ɗafa-tɛ,6
wi-de-wɔ-mɛ,1
beegara,7
Ti-bee,1
dila-zaŋbɛɛ,2
géé-sɔ̧'ɛ,1
ŋgai-nyaŋa,1
tɔ̧a'i,7
Ɓaro-góò,1
kɔ̧́-fio,3
bɛɗɛ-zu,2
tɔ̧a-a'e,2
wi-tui-pɛr,1
wan-mbɔi,2
Tɛkoa,1
Bɛt-Kɛrɛm,1
hai'nɛ́,2
ká̧-zan-mɛ́-ŋgɔn'i,2
mbɔrɔ'ɛ,1
ɓí,2
waya-nyak-dɔ̧ɔ̧'ɛ,2
sikila-nyak-dɔ̧ɔ̧,1
Zer-wa,1
mgbea,1
sɔka-wi,1
gbɛrɛ,2
foe-a,1
ge-a,1
mɔɔ-kɔ̧-naŋ,3
wi-ɔ,4
Kusaa-góò,1
Giti-wa,2
kíŋgílí,1
kpáŋí,1
Mɔɔ-ufi-wee-dɔra,1
wan-dui-mɔ,1
wan-fo-wee-dɔra,1
in'nɛɛ,17
‹Tua,3
hɛ̧ɛ̧›,1
‹Ko-wan,1
yiwese›,1
zi̧a,1
Tafɛt,4
fara-dɔ,3
‹Tafɛt›,2
‹Ɗɔŋgɔ,2
Bɛn-Hinɔm›,2
‹Ɗɔŋgɔ-gbɛ-wi›,2
Tafɛt'i,2
gima-tortɛ-baa-wíì,1
gba̧a̧-fio,3
sɔkɔyɔkɔ,1
mɔɔ-ndela,3
nduk,1
lɛsuu,2
i̧si,1
saaye-ŋgárá,1
ɔn,2
Nyina,1
sara-bɔnɛ,1
gɔni-fara,1
Mɔi̧a,1
mɔɔ-kpasi-yɛ,1
nyina-ga̧-nyimmɔ,2
daama,5
kpút-kpút-mi̧i̧kɔ̧a̧,1
Leɓe-wa,1
gbama-sɛm,2
Ndàrà-nú,1
góó-gbɛ-wi,1
tuia-pɛr,2
oi-mɔ,3
wan-ɗekeri-gima-fio,1
Mi̧i̧kɔ̧a,1
yí-ɛ́ɛ́,3
mi̧i̧kɔ̧a,6
hi̧a,3
wi-dɔra-a,1
ŋmáŋ,4
gɔna-bɔr,12
yàá-kpui-ká̧-yí,2
nàá-nduŋ-tunyuŋ-ndak-nɔ̧́í̧,1
Ufaz,1
wi-sɛk-mɔ,1
yámbálí,3
wi-ɓu,1
kɛra'nɛ́,2
wan-zɔk-yuwar,1
wi-nɛ-nyɛi̧a-nɔ̀,1
zɔmdaa,6
ŋga-fara-bɔnɛ,1
‹De,1
demɔ.›,1
wi-duk-kpasa,1
wese-gɔna-wa,1
zɔ̧-zaŋbɛɛ,2
nàm,11
mɔi,6
nàákɔɓa,1
guntir-mɛ,2
guntir-am,2
Pɛrat,4
kanda'i,4
zak-duk-tɛ,1
guntir-wi,2
dɔ̧ɔ̧.,1
ndaa-wen'i,1
damti-wan,14
laasɔ̧i̧-mɔɔ-wan,1
tik'nɛ́,3
Mɔ-dai,1
gɔni-dùk,82
ta̧i̧,1
ŋgai'i,5
Gɔ̧,1
dap-tɛ-wi,1
zim-tɛ-mɛ,1
tara-zu,1
zima-mɔ,1
mbaŋa-a,2
kafa'nɛ́,1
Mɔɔ-e-ta,1
wan-kpasi-bíí,1
yeka,2
hɔɔ-zu-ndela,4
kóó-tɛ,1
ɔra-mɔ,1
mɔɔ-kum-bíí,1
gba̧a̧-tɛ-yɛ,1
damti-gasamɔ,2
Yí-ɛ́ɛ́,1
síɓí,7
fio-kaɓa,3
Ezekias,3
mɔɔ-pɛfi-mɔ,2
wi-ɗaŋ-bíí,1
yekseɗe,1
nàá-wan-bem,11
nda,2
naaye,1
da̧ra̧'ɛ,1
bíí-de-zɛŋ,1
wíí,3
be-zér,1
è,1
ŋgeŋ-ndɛrɛ,1
ɓukamɔ,2
hiɗimɔ-tortɛ,2
ko-ba-wíì,1
wi-ba-zoro,4
mbɔramɔ,3
yɔɔ-kɔya,1
diama̧a̧,1
wi-gasi-sɔ̧,4
gbɛŋmɔ,1
See-wi,1
mɔɔ-ɔr-wi,1
kɔ̧-ta-a,1
fara-gasi-sɔ̧,1
kput-kput,1
mɔɔ-zɔn,1
ira'nɛ́,1
wi-de-bɔnɛ,1
Bɔkɔ-nù,1
ɓu'i,2
ɓuu,1
yuwar-ɓuu-de-kpánà,1
wi-ɓu-kpánà'ɛ,2
Ŋmana,1
San-bem,1
mɔɔ-bɔnɛ,1
fara-nɛɛ,1
tír,3
Gbara-Kpánà,1
fara-ɗafi-Bal,2
yuwar-tɔ̧ɔ̧-wen,2
‹Ho,2
gbá,5
kpánà'ɛ,2
fara-gun-bíí,1
Pasehur,6
‹Pasehur›,1
‹Mɔɔ-kíì-dam-fara-lɛŋ,1
mgbela,1
mɔɔ-dara,1
Mɔɔ-kíì-dam-fara-lɛŋ,1
Sefania,3
kɛr'nɛ,1
nútua,7
wi-nyɔŋ-yí-wí,2
hira-fara,1
yɔka-ta,1
yuwar-ɔramɔ,1
yuwar-nyɔŋa-yí-bíí,1
‹Oee,7
wi-kɔ̧-mɛ,2
wi-duk-zu-mɛ,1
yáá,8
Konia,2
wele-pi̧-er-am,1
ko'nɛ́,1
ŋgai-sii-ɗoŋ,1
wi-gasi-géé-sɔ̧,2
yí-mɔɔ-dee,1
dɛ́rɛ́,1
mɔɔ-de'nɛ́,1
zèr,2
ɓoɓi'i,1
nin-am'e,1
dɔnɔ-mbaŋ-ta,1
polom-polom-wen,1
zu-ɔr-mɔ,1
‹Tui,1
Tui,2
‹Kifa-nú,1
tɔ̧a-a'i,1
siŋa'nɛ́,1
gima-gbaŋa,1
yili-mgbɔɔ-kóò,1
mɔɔ-hɔn-fuu,1
ɗele-dɔ̧ɔ̧,2
ŋmà-wí,2
yi-ɛɛ,1
Dedan,2
wi-kpui-ka̧-yí,1
Sesak,2
dɔ̧ɔ̧'ɛ,4
ɔ̧́í̧,1
mgbara'nɛ'ɛ,1
ɗele-dɔ̧ɔ̧'ɛ,1
tuɓi'i,1
gɔ́fí,3
gɔn'nɛ́,1
Fara-hu̧sa-a,1
fara-yu-mɔ,2
sélélé,6
Mɔrɛsɛt,1
da̧a̧-mɔ.›,1
Semaya,2
Elnataŋ,1
Gba̧a̧-wen'i,1
pí̧í̧,3
kpàŋà,8
wi-ɔ-zu,2
Yekɔnia,1
kpɔ̧i̧a,2
Hanania'e,1
kpàŋá-te,1
kpàŋá-boi,1
nɔ'ɔ.›,1
wi-iŋ-dee-tom,1
wi-ɗafi-nú,1
Gɛmaria,5
kɔ́f'am,1
kɔf'am,1
bara-biro'i,1
Kɔlaya,1
mɔɔ-zim,2
Ta-oi-mɔ,3
ŋmá-wà,1
wi-sedaako-a,3
Nɛhalam,2
káná-boi,1
mgbara'nɛ,1
hiɗimɔ-bele,1
okoo-ko-bem,1
saŋa-yí-wa,2
kpalili,2
nyak-hɛr-wa,1
mgbítíŋ,8
bɛɗɛ-wa,1
ɗɛŋgɛn,1
gbaŋa-tortɛ,2
wi-guna-a,1
nana-oi-kɔra,3
hi̧a-kɔ̧a̧-ɗaŋsee,1
wan-de,1
mɔɔ-fe-see-am,1
mɔɔ-sedaako-mbaŋ-tɛ-wi,1
ɔa'i,1
gbilili,1
Hananɛl,1
Gɔa,1
Ɗɔŋgɔ-wɔr,1
ɗɔŋgɔ-bùk,1
yàà-ŋgo-biro,1
naŋ-biro,2
Hanameɛl,4
kóó-wi,2
ɓɛɛ.›,6
Anatot'i,1
hu̧i̧a,3
Nɛriya,10
nyɛi.›,1
Nɛria,1
gan'nɛ́,5
ta-tɛ-wa,2
kalata-a,2
hu̧samɔ,1
hiɗimɔ-nyɛŋɛ,2
wi-tɔr-wa,1
Wɔr-wa,2
kor-kor,1
Habasinia,1
Yigdalia,1
ɗele-nɔa-a,1
heembea-nɔɔ-dɔ̧ɔ̧,1
wese-zima-yì,1
Yehudi,3
Kusi,1
giiwi'i,1
bɛr-tua-duk,1
bɛr-tua-ɔ-wee,1
Girwɔ,1
be-paa,1
Jerameɛl,1
Abdeɛl,1
yɔr'i,1
gɛ̧ɛ̧-zɛ,1
Kɔnia,1
Yehukal,1
bi'nɛ́'ɛ,1
wan-da̧i̧,2
Yiria,2
hu̧sa-a,7
in'nɛ́ɛ,1
Gedalia,1
Yukal,1
Selemia,1
ɗɔŋ-aa,1
wi-biro-pɛm,1
bina,2
Ebɛd-Mɛlɛk,6
nyak.,1
mɛɛ'ɛ,1
Nɛrgal-Sarɛsɛr,3
Sin-Magir,1
Nebu-Sarsekim,1
tua-mbɔi,1
Nɛbuzaradaŋ,11
wi-pɛm-wannu'e,1
Nɛbusasbaŋ,1
Gedelias,1
hokamɔ,1
Ofai,1
Yezania,1
Bablis,1
Mispa'i,1
Nɛtɛnia,1
zɛgbɛ-zɛgbɛ,2
gɔrɔ.,1
Gɔna-kɔ̧́-yì,1
wɔr-bíí,1
gɔna-kɔ̧́-yì,2
boko-be-wan,2
Natania,1
Kimam,1
wi-duk-zu-nù,2
Hosaya,2
ɛ̀ɛ́,16
gun'nɛ́,2
bɔnɛ-ɓana-nyɔŋmɔ,1
husi,1
wan-ŋgazu,1
gbaayi,1
guna'i,2
mɔɔ-kpe-zu-wan,1
Heliopolis,1
Migdol,2
mɔɔ-sakayi,1
Ko-wan,4
mɔɔ-fom-ŋmaa,1
Hofra,1
Baruk'e,1
mɔɔ-gu-zu'nɛ́,1
wan-zika-ŋgee,1
wese-kifa-er,1
saɗi-nyɔŋ-bíí,1
yàà-be-zɔŋa,1
Apis,1
sɔmgba,1
‹Wi-de-tua,1
gɔna-kórò.›,1
tùì,1
korkor,1
zɔŋa-ndai,1
zi̧-ɓór-ɓór,1
wi-gɔm-te,1
yàà-de,2
nyaŋa-war-yì,1
nɔ̀ì̧,1
koɓo,1
kéɗéŋ,5
Hura-nin,1
Madmɛn,1
Luhit,1
wiɗaf'aa,1
mɔɔ-sedaako-fio,1
mbiɗi-dɔ̧ɔ̧,1
Wi-ɗaŋ-Mɔab,1
fara-gɔn-ndai,1
dɔ̧́ɔ̧́,13
gèé,3
buk-paa,1
wan-ɗaŋ-Mɔab,1
Holɔŋ,1
Bɛt-Diblataim,1
Bɛt-Gamul,1
Bɛt-Mɛɔŋ,1
Kɛriot,1
nɔ́sí,1
zu-mɛ'ɛ,1
di̧i̧'ɛ,1
ŋmaŋa-zaŋ-wen,1
gbaa-er-mɛ,1
gima-vati-dɔ̧ɔ̧,1
Ger-wa,1
Eglat-Selisaya,1
Nimrim,1
ɔ̧sa,1
fol-ɗaŋsee,1
ɓaa-wi,2
ŋga-fara-biro,1
Yàà-ŋgo-biro,1
pɛ-bɔnɛ,1
wi-ari,2
hegɔ.,2
wi-duk-oi-aa,1
Ye'i,3
yàà-ŋga-zu,2
kpaa-mɔ,1
wi-ɓi-waya,1
be-oi-mɛ,1
ko-oi-mɛ,1
doole,11
nú-zɔ̧ɔ̧,2
kɔti,3
ɓoramɔ'ɛ,3
Zu-wen,2
Tɛman,1
gba-gbánà,1
ye-ha̧-desee,1
‹Kíì,1
kíi,1
Bɛl,2
Marduk,1
bara-wiwii-saɗi,1
Í̧ì̧,1
wi-ɗaŋ-mɔɔ-oi,1
hìɗì,1
wan-ko'nɛ́,1
wan-ŋgaŋ-kusaa,1
kɛ́r,2
sɛ́mbí,1
wi-gun-mɔ,1
Maratim,1
Pɛkod,2
dɔnɔ-gusi-nù'ɛ,1
wan-góò,2
mɔnɛ,2
Yàà-ŋga-zu,1
ɔ̧́sí̧,1
mgbot-mgbot,1
gbaza,1
wi-pi̧-laa-boi,1
ŋgimbi-kifa-er,1
ɗele-nɔ-dɔ̧ɔ̧,1
ɗɛ́sɛ́-ɗɛ́sɛ́,1
wan-ɔ-ká̧,1
yàá-wanmbɔi,1
wi-nɔ̀ì̧,1
wi-daŋa-a,7
yàá-ɗaŋ-mɔ'ɛ,1
wan-ɗaŋ-nù,1
yí-mɛ́'ɛ,2
Mini,1
mbɔ-tɛ,2
zɔgbɔk,1
gbina-ŋgeŋ,1
fara-gɔn-wa,1
nɔɔ'ɛ,1
nú-a'i,3
mɔɔ-nù'ɛ,1
kɔ̧-wa,1
Masɛya'i,1
a̧'ɛ.›,2
tɛ-wa.,1
tom-de-nɛ-er,1
ndúkú-ndúkú,1
mɔɔ-kai-bùk,1
nyɛk-a-zɛzɛ,1
yee-nɔ-mɔ,2
yee-a-zɛzɛ,1
hoŋkoyoŋ,1
waya-kóɓó-ndɛrɛ,1
wi-hɔ-ɗoŋ-aa,1
booro-taar-nɛ-ɓu-zua-taar,1
gɔmŋmaa-mɔɔrɔ-ɗoŋ-taar-nɛ-ɓu-taar-zua-yiitoo,1
gɔmŋmaa-mɔɔrɔ-ɗoŋ-taar-nɛ-ɓu-taar-zua-mɔɔrɔ,1
Ewil-Mɛrodak,1
laa-zɔɓɔ,1
gbɛ̧ŋkɛ̧nyɛ̧ŋ,1
wan-e-ɗɔra,1
be-oi-fio,1
kúrúm-kúrúm,1
gbut,1
wan-ndak-wa,1
yambala-a'i,1
bíí-gbak-a̧,1
zakata,1
geŋa'e,2
ɗɔ́ŋ-ɗɔ́ŋ,1
hɔna,1
sususu,1
wi-gai-am,1
kúsúk,1
u̧nunu,1
kpaa'm'i,1
wese-yɔyɛ,2
fara-ɗaf'a,1
ŋgárá-pɛm-ye,1
ɗaia,1
Ŋgárá,1
yáá-à,1
zumɛɛ,1
sap-da̧i̧,1
ŋgiri-mɔ,1
mɔɔ-bara,1
yí-ɛɛ'ɛ,1
ɗayuu,1
N,2
bɔŋgɔli,1
ŋgoɗoso-ŋgoɗoso,1
sɛkɛra,1
ɔna,1
sútúk,1
saɗi-nyɔŋ-wi,1
ŋger,1
Yambaya,1
wi-mbɛr-aa,1
da̧ra̧,2
mɔɔ-ɗaŋsee,2
fara-a-yɔsɛ,1
vamgba-vamgba,1
ɗúká,1
ɓua,2
be-zɔŋa-dùk,1
ndao-ŋga-gbara,1
kpák-kpák,1
wi-ha̧a̧-a̧,1
sinɛ'ɛ,2
zu-buk-paa,1
er-bíí,3
ŋga-tɛ,1
zoɗoe,1
ndir-ndir,1
ndàrá-tɛ-wa,2
mgbɛzuɛ,1
hɛɗi'i,1
wi-ndak-ɛɛ,1
Wi-pɛm-ɔmi,1
sɔŋgɔɗɔ,7
Buzi,1
Kebar,7
hama,1
wee-ndɛrɛ,1
wɔr-ɓaa-wa,6
mɔɔ-kpe-tɛ-wa,1
bar-bar,3
ti-wi,1
Kusa-wa,1
mɔ̧i̧a,1
yaa-ŋga-zu,3
diamaŋ,1
kíì-wa,1
Tɛl-Aviv,1
dala,2
wen-fio,3
yuwar-a'i'e,1
ndaɗala,1
pɛr-a,1
gba̧a̧-wàr,1
gɛŋgɛlɛ,1
kora-ɗɔr,1
wɔr-saɗi,1
fara-kpa-nyɔŋmɔ,1
tua-a'i,1
zibaa-laa,1
mɔɔ-pi̧,1
Zɛɛ-geŋa,1
wi-ɔ-zu-tɔ̧,1
fara-ɗafi-o,1
fio-wa,1
kusi-sɔ̧,1
kpáná-ɗafi-wa,1
mɔɔ-dàlà,4
wen-usa-bɔnɛ,1
kémbéŋ-kémbéŋ,1
da̧a̧-wa̧a̧-te,1
Dibla,1
Ŋgimbi-a,1
wese-a,2
Wan-ɗɔr-mɔ,1
bi̧ɔ̧-biro,1
wi-yu-ŋgamɔ,1
gɔni-bíí,3
golo-zaŋ-aa,2
nyimsea-gɔya,2
ai.,1
gboo-zaŋ-ŋgeŋ,1
ŋgeŋ'ɛ.,1
saɗi-nyɛr,1
am'e,4
Kɔr,1
kaɗi.›,6
hì̧í̧,1
Tamuz,1
dadaa-nu,3
Gban-te,1
boi-gbin-mɔ,2
guntir-wi'i,1
wan-pi̧,4
ye.,1
zi-wee'i,2
yɛ́m-yɛ́m-laa'e,1
yɛ́m-yɛ́m-laa'i,1
ti-kɔ̧-ɓaa,1
saŋa-yí-wi,1
eribim,1
ya̧i̧a̧,1
ti-kɔ̧-ɓaa-wa,1
ti-wi'i,1
kpánà-gi'nɛ,1
kinii.›,1
tinini-mɔ,3
koŋgo-ɓaa-wi,1
yɔk'i,1
‹Ɗoŋ,2
tua-wen'i,1
‹Hɔɔ-zu,1
‹Bó,3
tumui̧,2
wen-ɔr-bíí,2
wi-yɔk-ɗoŋ,1
Garo'i,1
gɛ́tɛ́-gɛ́tɛ́,4
wi-yɔk-ɗoŋ-aa,2
zɔŋa-duk,1
ko-fur-nyina,1
yí-er-wi,1
kalaafi-hɛr-zu,1
yí-er'nɛ́,1
fara-a-nyɔnɔ,3
zaŋnu'i,3
kìfì,1
tugun-mɛ,1
kɔn-mɛ,1
kúfà,1
ɛ̀nɛ̀-mɛ́,1
ɓɔɔ-zɔ̧,1
kɔ̧-ta-mɛ,1
nyiŋ,5
mɔɔ-pi̧-zɔ̧ɔ̧,1
toka-kalaafi,1
mɔɔ-ɗafi-tɛ-mɛ,1
yɔɔ-laa,2
gɛɗɛŋ,1
bɔɗa-tɛ,1
kintɛ-mɛ,1
pɛrti-a,1
taŋgaɗa,3
ŋga-tɛ-wi,1
wan-ɗɔr-mɔ,2
Okoo-de-mɔ,1
kó-dàlà'ɛ,1
kita-dàlà,1
ndoti,2
wi-tɔ̧-tua-wen,1
‹Be,1
bore,2
Dàà,1
Ndiŋmɔ,1
wen-ɗaŋmɔ,1
ulɛ-ulɛ,1
laɓo-la-laɓo,1
bu̧i̧a,1
mɔka-nu,2
kanamɔ-ndela,1
ndɔŋ-nu,1
gbílílí›,1
mɔɔ-ɗafi,1
wan-gbo-nyamandoi,3
wi-pi̧-laa,1
kɔ-i,2
deemɔ-a̧,1
ta-tɛ-a'e,1
wóló,2
ì̧ì̧,1
bao,1
gbà,2
yíŋ,1
Gima-fio,1
wa'i.›,1
Kusa-fara,1
géè.›,2
kɔr'nɛ́,1
kpɛka'nɛ́,5
Nɛgɛb'e,1
fa̧a̧fi̧i̧-fa̧a̧fi̧i̧,1
gbuluduk,1
koɓo-a'i,2
see-mɛ'ɛ,1
yí-ŋguɗi-mɛ,1
mɔɔ-gbin-mɔ,1
mɔɔ-gbin-garo,1
tani'i,1
yaa-wi-ɗaŋ'ɛ,1
Wi-ɗɔ-wi,1
‹Gba-paa,1
hɛ́ɗɛ́ŋ-hɛ́ɗɛ́ŋ,1
palala,1
mɔɔ-zap,2
zap,1
fɛ́ŋ,1
gete,2
zɛkɛɗi'nɛ́,2
kam-ɗafi-sɔ̧,1
ɗɔr-boi,1
aa'nɛ,1
zin,1
gbo-ɗoŋ-ŋmaa,1
ber-wa,2
Ohola,4
Oholiba,6
Ohola'i,1
yaa-pi̧,2
ŋgai-ɔr-zɔŋa,2
ŋgai-daŋ-nyaŋa,3
wɔ-tɛ-a,1
wii-dàlà,1
sìí,3
Soa,1
Koa,1
Samarii'i,2
wɛlɛk,1
gbaa-ɗele'i,1
Sii,1
‹o,1
ko-ndɔ-ari,1
ɗiloŋ-ɗiloŋ,1
dee-mɔɔ-búù,1
yɛɗɛ-yɛɗɛ,1
ye-gbɛ-zu,3
dɔ́r,1
yɔɔ-go,1
go'i,1
mɔɔ-gi-kpoo,1
kam-fio,2
mɔɔ-ŋmaŋ-tɛ,1
fara-tortɛ,2
oi-mɛ,3
Bɛt-Yɛsimot,1
kunda,1
kifa-er'i,1
kam-ta'i,1
Ta'i,2
fara-tati-yɔk,2
dikas,1
Kutumu̧i̧,1
yaa-hura,1
wan-pi̧-kíì,1
‹Tir,2
Fara-ɔ-wan,1
wi-de-tua,2
Sɛmir,1
bɛr-kombon,1
laa-ba-búk,2
berewen,4
gboŋgoe,3
Kitin,1
wi-lati-kombon,2
wi-ba-a,3
kpáná-boi-gu-zu,1
fara-a-wa,1
Gamad,1
Jabaŋ,1
Bɛt-Togarma,2
nyaŋa-de-tom,1
nyaŋa-biro,4
hoɓi,1
wan-hi̧fi,1
Helbɔŋ,1
ulu,1
Sahar,1
laa-nyaŋa,1
ndoŋge,1
Kan,1
Kilmad,1
lumɔ,3
wi-zɔk-tui,1
wan-gai-kombon,1
búk-paa,1
leŋ,1
Tir'e,1
Ee-see-mɛ,1
wi-gbɛ-mɛ,2
yi-mɔɔ-dee,1
raka,1
krisolit,2
kɛn-kɛn-ta,1
ɓataɓutu,1
lazulit,1
harɗaŋ,3
keribim-pɛm-mɔ,2
Déè,1
dekpe-dekpe,1
wi-fɛŋ-wa,1
sot,2
bɛla,1
mɔɔ-fo-wa,1
gake-boi,1
kɔk-saɗa-mɛ,1
kan-toro,1
Asuan,2
Gbakamɔ-biro,1
wi-yor-ɗoŋ-aa,1
mɔɔ-de-wi,1
wi-de-saka-yí,4
Tɛb,3
Pi-Bɛsɛt,1
ɓaa-a'i,2
bɛl-bɛl,1
yì-mɛ-ɗɔɔ-nu,1
Te'i,2
yí-wí,2
Ku̧nin-a,1
platan,1
hɛɗa-a,1
nú-zɔ̧ɔ̧-a̧a̧,1
kùsí,1
hɛrr,1
be-er-wa,1
naŋ'ɛ,1
‹Gba,2
gima-fio'i,1
gbin-biro,3
pɛ̀sì,8
Pɛ̀sí-fio,1
fio-foe,3
Pɛ̀sì,1
gba̧a̧-wa,1
‹Wi-ɗaŋ,1
Á̧,2
yuwar-a'e,1
wi-ea-a,1
‹Yuwar,1
wi-ba-nyɛrɛmɔ,2
‹Abraham,1
ɓɛ̀ɛ̀,1
bɛɛ-oi'i,1
ɛ́ɛ́'ɛ.›,1
wi-bii,1
wi-mbɛr,1
laa-buma-a,1
mɔɔ-dai-tɛ,1
ŋgaŋa-a,1
zak-wa,1
mɔɔ-ɓar,1
nukura'nɛ́,1
bubu,1
fara-ɓar-mɔ,1
yaa-saka-yí,1
zik'nɛ́'ɛ,1
nu-nyɔŋ,1
yɛ́ɛ́,1
zui'nɛ́,9
gbina-ŋgeŋ-tua,1
kpɛ̧ɛ̧-nu,1
yáà,1
lɔkɔti-lɔkɔti'i,1
duk-sami,2
gbìsì'ɛ,1
‹ɛ́nɛ́,1
iŋ'ɛ,1
ɔmi'e,1
gbaá-te,5
‹Mɔɔ-wan,2
yaŋgo-mɛ,1
kpáná-boi,1
mɔɔ-man-nu,1
mbe-a'i,1
bin-see-nù,1
Gɔg'e,1
Gɔg'i,1
gba̧a̧-góò,1
wi-gun-fio,1
Hamɔna,1
‹Giiwi›,1
wi-de-ŋgaŋamɔ,2
wi-nukuri-wa,1
ká̧-zan-mɛ́-ɗɔɔ'ɛ,2
nyak-we-mɔ,4
kan-we-mɔ,1
gɔna-keɗe-mɔɔ-daŋ-mɔ,3
yuwar-yea-a,1
bɛr-tua-pɛm-mɔ,9
zan'i,6
gɔna-bɛr-tua-pɛm-mɔ,1
woi-ŋgeŋ,1
kiɗi-mɔɔ-daŋ-mɔ,1
gɔna-kiɗi-mɔɔ-daŋ-mɔ,2
ɓɛr-tua'i,1
boi-gbɛ,1
mɔɔ-kpe-ka̧-nú,1
Bɛr-tua,1
fara-ye-mɔ,7
Gɔna-keɗe-mɔɔ-daŋ-mɔ,1
fara-yar-sɛnɛ,6
fara-yar-nɛnɛ,1
ŋgeŋ-a,2
ndɛŋgɛ'ɛ,1
tua-ye,2
tua-ye-mɔ,1
fara-a-naŋ-am,1
ŋgɛɗɛ,1
gɔna-keɗe-a,2
nyɛ̧kɛ̧ɗi,1
Báá-a,1
Nyɛkɛ̧ɗa,1
fara-daŋa-a,1
yuwar-mɔ,1
nɔ̧́-saɗi,1
saɗi-ɗɔɔ,1
mui̧-zu-wa,2
yiɗiɗi,1
ha̧a̧mɔ-zu-nyɔnɔ,6
gbaagur,3
Gbaagur,1
wuti,1
bat,6
homɛr,2
yuwar-wee-mɔ,2
siklɛ,2
gɛra,1
minɛ,1
mbéá-a,1
mɔɔ-ɗafi-sɔ̧-gaŋmɔ,3
wese-yɔyɛ-gasi-sɔ̧,1
wese-mbe-yi-zɛ,1
war-tua,3
nú-garo-ye-mɔ,1
Mɔɔ-ɗafi-sɔ̧,1
yɔyɛ-gasi-sɔ̧,1
ta-tɛ-wi,2
wese-ɔm-tɛ'ɛ,2
zaŋa-a,1
Be-sami,38
bee-gara-mɛ́-zan,2
gɔna-bee-gara,1
kusi-gi-mɔ,2
kpoi-naŋ-am,1
kua,1
ŋgúlúlú,2
Ɛn-Eglaim,1
